doc_id	Relation_Type	Identifier_1	Identifier_2	Novelty
36293027	Negative_Correlation	C007789	D006969	No
36293027	Negative_Correlation	D044948	D004342	Novel
36293027	Negative_Correlation	C007789	D004342	No
36293027	Association	C007789	16859	No
36293027	Negative_Correlation	C007789	D044948	Novel
36293027	Negative_Correlation	C007789	C006552	Novel
36293027	Negative_Correlation	C007789	D011794	Novel
36293055	Negative_Correlation	D048271	D009765	Novel
36293055	Negative_Correlation	D048271	D006949	Novel
36293055	Negative_Correlation	D008315	D009765	Novel
36293055	Negative_Correlation	D048271	D007249	Novel
36293077	Association	D003294	24387	Novel
36293077	Association	D012640	24387	Novel
36293088	Positive_Correlation	D008062	D064420	Novel
36293111	Positive_Correlation	D002945	D058186	No
36293111	Association	D007249	16193	No
36293111	Positive_Correlation	D058186	D003404	No
36293111	Positive_Correlation	D002945	D007249	Novel
36293111	Association	D007249	21926	No
36293111	Association	D007249	16176	No
36293111	Association	D058186	18033	Novel
36293111	Positive_Correlation	D002945	D058186	No
36293111	Association	D007249	16193	No
36293111	Positive_Correlation	D002945	18033	Novel
36293111	Positive_Correlation	D002945	D003404	Novel
36293148	Positive_Correlation	D012878	4318	Novel
36293148	Association	D015535	3934	Novel
36293148	Association	D008545	3934	Novel
36293148	Positive_Correlation	D012878	3934	Novel
36293181	Association	D007674	D005947	Novel
36293181	Association	D002313	2475	Novel
36293181	Association	D005947	D003920	Novel
36293185	Positive_Correlation	D003907	215303	Novel
36293185	Association	D001007	215303	Novel
36293185	Positive_Correlation	D003907	14815	No
36293185	Positive_Correlation	215303	14815	No
36293209	Association	D015179	2475	No
36293209	Association	D028361	7978	Novel
36293209	Positive_Correlation	D000255	7978	Novel
36293209	Association	2475	7978	Novel
36293209	Association	D028361	5562	No
36293209	Association	D015179	5562	No
36293209	Association	D009369	7978	Novel
36293209	Association	D015179	7978	Novel
36293209	Association	5562	7978	Novel
36293209	Association	D028361	2475	No
36293214	Negative_Correlation	D007529	D012871	Novel
36293214	Negative_Correlation	D019833	D012871	Novel
36293214	Negative_Correlation	D019833	D009369	Novel
36293214	Negative_Correlation	D007529	D001943	No
36293214	Negative_Correlation	D007529	D002921	Novel
36293214	Negative_Correlation	D019833	D001943	Novel
36293224	Negative_Correlation	C038399	D009369	Novel
36293244	Association	D011140	D000074262	Novel
36293244	Association	D000074262	D010758	Novel
36293244	Association	D011140	D010758	Novel
36293253	Association	D000872	834133	Novel
36293253	Negative_Correlation	D000872	D007249	No
36293253	Association	D000872	842669	Novel
36293253	Association	D000872	842120	Novel
36293253	Association	D000872	832523	Novel
36293253	Association	D000872	826571	Novel
36293253	Association	D000872	837949	No
36293257	Association	D005492	D007249	Novel
36293257	Association	D008055	D007249	Novel
36293257	Association	D008055	2194	Novel
36293257	Association	D014801	D007249	Novel
36293270	Association	2475	6428	Novel
36293307	Negative_Correlation	D003622	D007918	No
36293307	Negative_Correlation	D012293	D007918	No
36293307	Negative_Correlation	D015242	D007918	No
36293311	Positive_Correlation	217166	12091	Novel
36293311	Bind	217166	18124	Novel
36293311	Association	D019588	217166	Novel
36293311	Association	217166	18124	Novel
36293333	Negative_Correlation	18024	16176	Novel
36293333	Positive_Correlation	D008070	D007249	No
36293333	Association	D007249	16193	No
36293333	Association	D007249	21926	No
36293333	Positive_Correlation	D008070	16176	No
36293333	Association	18024	216799	Novel
36293333	Association	D008070	D007249	No
36293333	Negative_Correlation	18024	216799	Novel
36293333	Association	D007249	16173	No
36293333	Positive_Correlation	D008070	216799	No
36293333	Positive_Correlation	D007249	D008070	No
36293333	Positive_Correlation	D000077157	18024	No
36293333	Association	D007249	16193	No
36293333	Association	D007249	16176	No
36293333	Association	D007249	216799	No
36293333	Association	D007249	18024	Novel
36293441	Negative_Correlation	C054597	24179	Novel
36293441	Association	D002318	8850	Novel
36293441	Association	D005598	8850	No
36293441	Negative_Correlation	C054597	8850	No
36293441	Positive_Correlation	301164	24179	Novel
36293441	Positive_Correlation	18519	24179	Novel
36293441	Negative_Correlation	18024	301164	Novel
36293441	Association	D003324	8850	Novel
36293450	Negative_Correlation	C063509	25636	No
36293450	Negative_Correlation	C017759	84431	No
36293450	Negative_Correlation	D013481	C063509	Novel
36293450	Negative_Correlation	D013481	C017759	Novel
36293450	Association	D013481	25636	Novel
36293450	Negative_Correlation	D013481	C001803	No
36293473	Association	2852	1499	Novel
36293473	Association	D015179	2100	No
36293473	Negative_Correlation	D015179	2852	Novel
36293473	Association	D015179	1499	No
36293473	Association	1499	D015179	No
36293473	Association	D015179	8321	No
36293473	Association	D015179	2852	Novel
36293473	Negative_Correlation	2852	1499	Novel
36293489	Association	7157	D009369	No
36293516	Association	D007859	14961	No
36293516	Positive_Correlation	D007859	14961	No
36293550	Negative_Correlation	D003847	3586	Novel
36293550	Association	D007249	3553	Novel
36293550	Association	D000968	2475	Novel
36293550	Negative_Correlation	D005227	D002569	No
36293550	Negative_Correlation	D002569	D007249	Novel
36293550	Positive_Correlation	3586	3099	Novel
36293550	Negative_Correlation	D003847	3099	No
36293550	Negative_Correlation	D003847	3553	Novel
36293550	Negative_Correlation	D002569	3586	Novel
36293550	Negative_Correlation	D004342	7100	No
36293550	Association	D007249	3553	No
36293550	Negative_Correlation	3553	2744	Novel
36293671	Positive_Correlation	D001663	D007647	No
36293671	Association	D051556	rs3064744	No
36293671	Positive_Correlation	D006932	rs4148323	Novel
36293671	Association	D051556	54658	No
36293671	Negative_Correlation	D006932	rs3064744	Novel
36293671	Association	D051556	rs4148323	No
36294312	Negative_Correlation	D017984	D013927	No
36294312	Negative_Correlation	D017984	D000086382	No
36294312	Negative_Correlation	D017984	D004617	No
36294342	Negative_Correlation	D043823	D064726	No
36294342	Cotreatment	D018943	D043823	No
36294342	Negative_Correlation	D018943	D064726	No
36294363	Association	D007249	7124	No
36294363	Association	D007249	3569	Novel
36294363	Association	D007249	3569	No
36294363	Association	D007249	7124	Novel
36294363	Association	D018357	6376	Novel
36294419	Positive_Correlation	5268	7157	Novel
36294419	Association	D021441	7157	No
36294419	Association	D021441	5268	Novel
36294465	Negative_Correlation	C571829	D003876	Novel
36294465	Association	D003876	386653	Novel
36294465	Association	C060506	D003876	Novel
36294465	Association	D003876	7293	Novel
36294465	Association	D003876	3565	Novel
36294465	Association	D003876	3596	Novel
36294465	Association	D003876	85480	Novel
36294465	Association	D003876	90865	Novel
36294465	Positive_Correlation	C571829	196	No
36294540	Negative_Correlation	D016316	D001289	No
36294540	Negative_Correlation	D000069445	D001289	No
36294540	Negative_Correlation	D000077408	D001289	No
36294566	Positive_Correlation	D000447	D019817	Novel
36294576	Association	D012436	D003643	Novel
36294576	Association	D003643	855527	Novel
36294576	Association	D005978	D003643	Novel
36294576	Association	D010713	D003643	Novel
36294576	Positive_Correlation	D012436	D003643	Novel
36294576	Positive_Correlation	D010713	D003643	Novel
36294641	Association	2828225	p|SUB|Q|204|L	Novel
36294641	Association	D006160	2828225	Novel
36294641	Association	2828225	p|SUB|Q|208|L	Novel
36294641	Association	D006153	2828225	Novel
36294641	Association	2828225	p|SUB|Q|205|L	Novel
36294646	Positive_Correlation	D011136	D014238	Novel
36294646	Positive_Correlation	D011136	D013213	Novel
36294746	Association	D015464	25	No
36294746	Association	D015464	613	No
36294770	Positive_Correlation	D009569	D000086382	No
36294770	Association	D009569	D011014	No
36294868	Positive_Correlation	D000086382	6347	Novel
36294868	Positive_Correlation	D000086382	3576	Novel
36294868	Association	D000086382	3558	Novel
36294868	Association	3558	3586	Novel
36294868	Association	D000086382	3576	Novel
36294868	Association	D000086382	3553	Novel
36294868	Positive_Correlation	D000086382	3553	Novel
36294868	Positive_Correlation	D000086382	3558	Novel
36294886	Positive_Correlation	23435	351	Novel
36294886	Association	23435	4137	Novel
36294886	Positive_Correlation	D000544	23435	Novel
36294886	Positive_Correlation	D019636	23435	Novel
36294886	Positive_Correlation	D057180	23435	Novel
36294886	Association	D000544	4137	No
36294886	Association	D000544	351	No
36294886	Association	D000544	23435	Novel
36294886	Association	D057180	23435	Novel
36294886	Association	D057180	4137	Novel
36294901	Negative_Correlation	D007545	24248	Novel
36294901	Positive_Correlation	C029536	24248	Novel
36294901	Negative_Correlation	C029536	D018270	Novel
36294901	Negative_Correlation	C029536	D009203	Novel
36294901	Negative_Correlation	C029536	D009336	Novel
36294901	Negative_Correlation	C029536	D008055	Novel
36294901	Positive_Correlation	D007545	D009203	No
36294901	Association	D007545	D008055	Novel
36294901	Negative_Correlation	C029536	D007545	Novel
36294901	Association	D009203	24248	Novel
36294901	Positive_Correlation	D007545	D009336	No
36294934	Negative_Correlation	D003474	5888	No
36295008	Positive_Correlation	D002104	D007674	No
36295008	Negative_Correlation	C005499	D002104	Novel
36295008	Negative_Correlation	C005499	D007674	Novel
36295008	Negative_Correlation	D002104	D003035	Novel
36295014	Positive_Correlation	D007501	D003920	No
36295014	Association	D002118	D011188	No
36295014	Cotreatment	D011188	D008274	No
36295073	Association	D015179	406885	No
36295073	Association	D015179	406884	Novel
36295073	Negative_Correlation	D015179	406884	Novel
36295073	Association	406884	3845	Novel
36295073	Negative_Correlation	D015179	406885	No
36295073	Association	D009369	3845	No
36295073	Association	D015179	3845	No
36295073	Association	3845	D009369	No
36295073	Association	3845	D015179	Novel
36295119	Negative_Correlation	D007204	C016546	Novel
36295119	Positive_Correlation	D007204	D014001	No
36295119	Association	D007204	D014001	No
36295119	Association	D007204	D003300	No
36295132	Association	D017382	C062985	No
36295132	Negative_Correlation	C062985	D009062	No
36295184	Association	D006108	D000535	Novel
36295184	Association	D000537	D003300	Novel
36295184	Association	D006108	D012834	Novel
36295184	Association	D000537	D012834	Novel
36295339	Association	D012871	611	Novel
36295339	Association	C024714	611	Novel
36295339	Association	D011108	611	Novel
36295339	Association	C515179	611	Novel
36295339	Association	C016240	611	Novel
36295339	Negative_Correlation	D012871	611	Novel
36295339	Association	C024714	D011108	No
36295339	Association	C036658	611	Novel
36295343	Association	C009495	D000092124	Novel
36295343	Negative_Correlation	C009495	D002220	Novel
36295559	Association	D064726	29126	Novel
36295559	Association	D003643	rs822336	Novel
36295559	Association	D012008	rs822336	Novel
36295559	Association	D001943	29126	Novel
36295559	Association	D012008	rs822337	Novel
36295559	Association	D001943	rs822336	Novel
36295559	Association	D003643	rs822337	Novel
36295559	Association	D064726	rs822337	Novel
36295559	Association	D064726	rs822336	Novel
36295559	Association	D009369	rs822337	Novel
36295581	Negative_Correlation	D010100	D006319	Novel
36295581	Negative_Correlation	D013256	D006319	Novel
36295599	Positive_Correlation	D015179	rs10204525	Novel
36295599	Association	D015179	5133	Novel
36295599	Positive_Correlation	D015179	rs2227981	Novel
36295599	Positive_Correlation	D015179	rs2227982	Novel
36295599	Association	D009369	5133	No
36295627	Negative_Correlation	D011241	D031300	No
36295627	Negative_Correlation	D011239	D031300	No
36295627	Negative_Correlation	D014221	D008269	Novel
36295651	Negative_Correlation	D006861	847	No
36295651	Positive_Correlation	D012559	6647	No
36295651	Negative_Correlation	D012559	847	Novel
36295679	Positive_Correlation	D006851	D017382	Novel
36295679	Positive_Correlation	D012972	D017382	Novel
36295697	Association	C568283	C010504	No
36295697	Association	C568283	D014867	Novel
36295697	Association	C000628730	C010504	Novel
36295697	Association	C000628730	D014867	Novel
36295697	Negative_Correlation	C568283	D019216	Novel
36295697	Negative_Correlation	C010504	D019216	Novel
36295712	Association	D009437	79054	No
36295712	Negative_Correlation	D000068577	79054	Novel
36295712	Association	D053201	79054	No
36295712	Association	D009369	79054	No
36295712	Association	D008881	79054	No
36295712	Association	D003371	79054	No
36295750	Association	D005461	C492568	Novel
36295815	Negative_Correlation	D059808	D009133	Novel
36295815	Negative_Correlation	C017338	D009133	Novel
36295821	Negative_Correlation	C077073	D000474	No
36295821	Positive_Correlation	C077073	D014443	Novel
36295821	Association	C077073	D010649	No
36295821	Negative_Correlation	C077073	D006713	No
36295822	Association	D007501	164656	Novel
36295822	Association	D000090463	164656	No
36295822	Association	D019190	164656	Novel
36295822	Positive_Correlation	D019190	D007501	No
36295822	Association	D019190	30061	Novel
36295822	Bind	D007501	7018	No
36295822	Association	D007501	30061	No
36295875	Negative_Correlation	C002230	D001943	Novel
36295875	Negative_Correlation	C052203	D001943	Novel
36295875	Negative_Correlation	C005955	D001943	Novel
36295875	Negative_Correlation	C010223	D001943	Novel
36295875	Negative_Correlation	C024341	D001943	Novel
36295875	Negative_Correlation	C016568	D001943	Novel
36295875	Negative_Correlation	D003476	D001943	Novel
36295875	Negative_Correlation	C024900	D001943	Novel
36295875	Association	D009705	D009369	No
36295882	Positive_Correlation	D009765	D014280	Novel
36295882	Positive_Correlation	D014280	D009765	Novel
36295882	Negative_Correlation	D008687	D003924	No
36295882	Positive_Correlation	D008687	C564424	Novel
36295882	Negative_Correlation	D008687	D006944	No
36295882	Positive_Correlation	D008687	D060737	Novel
36295882	Positive_Correlation	D003924	D005947	Novel
36295882	Association	D003924	D005947	No
36295882	Association	D005947	D003924	No
36295899	Association	D002110	D003093	Novel
36295899	Association	D011761	D002583	No
36295899	Positive_Correlation	D011761	D003093	Novel
36295899	Positive_Correlation	D011761	D013274	No
36295899	Positive_Correlation	D011761	D007249	Novel
36295899	Positive_Correlation	D011761	D002583	No
36295899	Association	D005978	D003093	Novel
36295899	Association	D011761	D013274	No
36295955	Association	D006046	D012825	No
36295960	Association	C045358	D006862	No
36296242	Association	C080625	D009369	No
36296277	Negative_Correlation	D002087	D008070	Novel
36296277	Negative_Correlation	D002087	D007249	Novel
36296277	Positive_Correlation	D008070	D007249	No
36296277	Positive_Correlation	D007249	D008070	No
36296277	Association	D008070	D007249	No
36296500	Positive_Correlation	C046627	D064420	Novel
36296500	Negative_Correlation	C046627	D009447	No
36296535	Association	D012545	3630	No
36296564	Positive_Correlation	D014025	D064420	Novel
36296598	Association	D008274	4246	No
36296601	Positive_Correlation	D006861	1654	Novel
36296601	Positive_Correlation	1654	7299	Novel
36296601	Association	D012871	1654	Novel
36296601	Positive_Correlation	D008543	1654	Novel
36296601	Positive_Correlation	D006861	7299	Novel
36296601	Positive_Correlation	D006861	D008543	Novel
36296667	Association	C000723374	D013455	Novel
36296678	Positive_Correlation	D017382	D002493	No
36296678	Positive_Correlation	D006861	D014947	No
36296678	Positive_Correlation	D017382	D009410	No
36296720	Negative_Correlation	D013449	6476	Novel
36296720	Negative_Correlation	D001554	6476	Novel
36296742	Association	D010100	D013455	Novel
36296742	Association	D010100	C032915	Novel
36296742	Association	D013455	D002244	Novel
36296776	Negative_Correlation	D059808	D017886	Novel
36296823	Association	C028007	D014508	Novel
36296871	Positive_Correlation	D006861	D017665	Novel
36296922	Association	D005227	D009765	Novel
36296961	Association	C005855	D007249	Novel
36296961	Positive_Correlation	D008070	D007249	No
36296961	Positive_Correlation	D007249	D008070	No
36296961	Association	D008070	D007249	No
36296961	Association	D012701	D007249	Novel
36296961	Association	D005232	D007249	Novel
36296975	Negative_Correlation	D014807	D015179	No
36296975	Negative_Correlation	D014807	D009369	No
36296979	Negative_Correlation	D005231	D006973	Novel
36296979	Positive_Correlation	D005227	D009765	No
36296979	Positive_Correlation	D004041	D009765	Novel
36296979	Association	D004041	D008659	Novel
36296979	Association	D004041	D009765	No
36296979	Association	D005227	D009765	Novel
36296980	Negative_Correlation	D000544	26291	Novel
36296980	Association	D000544	26291	Novel
36296980	Association	D000544	351	No
36296984	Negative_Correlation	D007529	D010024	No
36296984	Positive_Correlation	D005938	D058866	No
36296984	Positive_Correlation	D019833	367218	Novel
36296984	Positive_Correlation	D019833	83619	Novel
36296984	Positive_Correlation	D000077276	83619	Novel
36296984	Negative_Correlation	D019833	D001847	Novel
36296984	Positive_Correlation	D019833	64566	Novel
36296984	Negative_Correlation	D019833	D058866	No
36296984	Negative_Correlation	D000077276	D001847	Novel
36296984	Negative_Correlation	D019833	D010024	No
36296984	Positive_Correlation	D000077276	367218	Novel
36296984	Positive_Correlation	D008775	D010024	No
36296984	Positive_Correlation	D005938	D001847	No
36296984	Negative_Correlation	D000077276	D058866	No
36296984	Positive_Correlation	D005938	D010024	No
36296984	Positive_Correlation	D000077276	64566	Novel
36296984	Positive_Correlation	D019833	84353	Novel
36296984	Negative_Correlation	D000077276	D010024	No
36296984	Negative_Correlation	D000077276	D008775	Novel
36296984	Positive_Correlation	D000077276	84353	Novel
36296984	Negative_Correlation	D000077276	D003907	Novel
36296984	Association	D005938	D003907	No
36296984	Negative_Correlation	D019833	D008775	Novel
36296984	Negative_Correlation	D000077276	D005938	Novel
36296984	Negative_Correlation	D019833	D003907	Novel
36296984	Negative_Correlation	D019833	D005938	Novel
36296984	Negative_Correlation	D008775	D019386	Novel
36297068	Association	D008070	D003876	Novel
36297068	Positive_Correlation	D008070	D005512	Novel
36297068	Association	D005512	3497	No
36297068	Positive_Correlation	D008070	D012817	Novel
36297068	Positive_Correlation	D008070	D003876	Novel
36297068	Association	D008070	3497	Novel
36297068	Positive_Correlation	D012817	3240	Novel
36297069	Association	C007845	D003920	Novel
36297069	Association	D005947	D028361	Novel
36297069	Association	D005947	D003920	Novel
36297069	Negative_Correlation	D005947	192647	Novel
36297069	Positive_Correlation	D013311	D007249	Novel
36297069	Positive_Correlation	D013311	D006943	No
36297069	Positive_Correlation	D005947	288584	Novel
36297134	Negative_Correlation	D047090	C035444	No
36297134	Negative_Correlation	D047090	D000077725	No
36297293	Association	D000535	C017282	Novel
36297293	Negative_Correlation	D008466	D009369	No
36297293	Association	D008466	C017282	Novel
36297293	Association	D008466	D000535	Novel
36297294	Association	D012828	C028009	Novel
36297294	Negative_Correlation	C028009	D059350	No
36297294	Association	D006862	D010146	No
36297294	Association	D012828	D059350	Novel
36297294	Negative_Correlation	D011108	C028009	Novel
36297294	Association	C028009	C501844	Novel
36297301	Association	D008881	116	Novel
36297301	Association	D008881	796	No
36297328	Association	D008070	D007249	No
36297328	Association	216799	16176	No
36297328	Association	D003876	216799	Novel
36297328	Positive_Correlation	D004137	D003876	No
36297328	Association	D008070	5970	Novel
36297328	Positive_Correlation	D004137	D012871	No
36297328	Association	D008070	114548	No
36297328	Positive_Correlation	D008070	D007249	No
36297328	Association	D008070	3726	Novel
36297328	Association	D007249	16176	No
36297328	Positive_Correlation	D007249	D008070	No
36297328	Association	D008070	5599	Novel
36297337	Association	C404987	D019636	No
36297337	Negative_Correlation	D010840	D007249	No
36297337	Negative_Correlation	D059808	D019636	No
36297337	Negative_Correlation	C056684	D002784	Novel
36297337	Negative_Correlation	D012503	D002908	Novel
36297337	Negative_Correlation	D012503	D002784	Novel
36297347	Negative_Correlation	C012589	D005947	No
36297347	Association	D005947	627	No
36297347	Association	D009369	D005947	No
36297347	Association	C012589	627	No
36297347	Negative_Correlation	C012589	D009369	Novel
36297368	Negative_Correlation	D004837	D007022	No
36297368	Positive_Correlation	D004837	D001145	No
36297369	Association	D008113	4193	Novel
36297369	Association	D008113	7157	No
36297369	Association	D008113	407040	Novel
36297369	Association	D019289	3939	No
36297369	Association	D009243	3939	No
36297369	Association	3939	D009369	Novel
36297369	Association	7157	D009369	No
36297369	Association	D008113	3939	Novel
36297369	Negative_Correlation	407040	3939	No
36297369	Negative_Correlation	C016517	3939	Novel
36297369	Negative_Correlation	C016517	D008113	Novel
36297369	Association	7157	4193	Novel
36297369	Positive_Correlation	C016517	7157	Novel
36297369	Positive_Correlation	7157	407040	Novel
36297369	Association	7157	3939	Novel
36297369	Negative_Correlation	D019344	3939	No
36297369	Positive_Correlation	C016517	407040	Novel
36297369	Conversion	D019289	D019344	No
36297369	Negative_Correlation	C016517	4193	Novel
36297369	Association	D009369	D019344	No
36297372	Negative_Correlation	C000219	3065	No
36297372	Negative_Correlation	D000077185	3066	Novel
36297372	Negative_Correlation	D000077185	9734	Novel
36297372	Negative_Correlation	D000077185	3065	Novel
36297372	Negative_Correlation	C000219	3066	No
36297423	Negative_Correlation	D008687	D007037	No
36297423	Negative_Correlation	D008687	D007333	Novel
36297423	Negative_Correlation	D008687	D003924	Novel
36297423	Negative_Correlation	D008687	D013959	Novel
36297423	Negative_Correlation	D008687	D024821	Novel
36297495	Negative_Correlation	D008874	D001007	No
36297553	Association	D000077182	D003092	Novel
36297553	Association	D006820	D000077182	Novel
36297553	Association	D006820	D003093	Novel
36297553	Association	D006820	D003474	Novel
36297553	Negative_Correlation	D003474	D007249	No
36297553	Association	D003093	960	Novel
36297553	Negative_Correlation	D000077182	D007249	Novel
36297553	Negative_Correlation	D000077182	D003093	Novel
36297553	Association	D000077182	960	Novel
36297553	Negative_Correlation	D003474	D003093	No
36297553	Association	D003092	960	No
36297553	Association	D006820	D003092	Novel
36297553	Negative_Correlation	D006820	D003093	Novel
36297553	Association	D006820	960	Novel
36297556	Association	D014498	D005472	Novel
36297556	Association	D014498	D064420	Novel
36297556	Association	D005472	D054067	Novel
36297556	Association	D014498	D054067	No
36297556	Negative_Correlation	D005472	D054067	Novel
36297558	Negative_Correlation	D006852	D006973	No
36297583	Negative_Correlation	D048271	D005609	Novel
36297585	Negative_Correlation	D005472	D010190	No
36297585	Association	D003300	D001386	No
36297585	Association	D003374	D010195	Novel
36297585	Cotreatment	D005472	D003374	No
36297591	Negative_Correlation	D016559	D008550	No
36297647	Association	7157	D005909	Novel
36297647	Association	D009369	7157	No
36297647	Association	D005909	7157	Novel
36297647	Association	7157	D009369	No
36297647	Association	D005909	7018	No
36297647	Negative_Correlation	D009369	7157	No
36297659	Association	D064726	29126	Novel
36297659	Association	D000077182	D064726	Novel
36297673	Negative_Correlation	C551803	D020522	No
36297673	Association	D000068338	4919	Novel
36297673	Negative_Correlation	C552946	5293	No
36297673	Association	C552946	4919	Novel
36297673	Association	D020522	4919	Novel
36297673	Negative_Correlation	D000068338	2475	No
36297673	Association	D000069461	4919	Novel
36297673	Negative_Correlation	C551803	695	No
36297673	Association	4919	2475	No
36297673	Association	207	2475	No
36297673	Association	D009362	4919	No
36297673	Association	C579720	4919	Novel
36297673	Association	C551803	4919	Novel
36297673	Association	4919	5293	No
36297673	Association	D009369	4919	No
36297673	Association	D009369	207	Novel
36297673	Association	4919	207	No
36297673	Cotreatment	D000069461	C551803	No
36297830	Association	D012822	D011005	Novel
36297863	Association	C013830	D014508	Novel
36297863	Association	C013830	D064751	Novel
36297863	Association	C013830	D009573	Novel
36297863	Association	C013830	D014867	Novel
36297863	Association	D002482	D006862	Novel
36297887	Association	D011091	D017886	Novel
36297901	Association	D009584	C003182	Novel
36297901	Association	C003182	C010962	Novel
36297903	Association	D002809	D000641	Novel
36297903	Association	D002809	C041376	Novel
36297971	Cotreatment	C000720856	C109691	Novel
36297971	Negative_Correlation	C000720856	C023001	Novel
36297971	Association	C000720856	C109691	Novel
36297971	Association	C033616	C023001	Novel
36297971	Association	C033616	C109691	Novel
36297971	Association	C000720856	C040329	Novel
36298344	Negative_Correlation	D012821	D013431	Novel
36298458	Positive_Correlation	D030421	C002744	Novel
36298819	Positive_Correlation	D064420	853089	Novel
36298819	Positive_Correlation	23435	853089	Novel
36298819	Association	D008113	6311	No
36298819	Association	D008113	853089	No
36298842	Negative_Correlation	D015658	925	No
36298842	Association	D015658	920	No
36298842	Association	D015658	925	No
36298868	Negative_Correlation	C121565	7157	No
36298868	Association	D006528	7157	No
36298868	Negative_Correlation	D006509	7157	Novel
36298868	Negative_Correlation	D009369	7157	No
36298868	Association	7157	7337	Novel
36298868	Association	7157	D009369	No
36298868	Association	D006509	7337	Novel
36299332	Negative_Correlation	D002245	D007249	Novel
36299432	Association	D007249	3569	No
36299432	Association	D007249	1401	Novel
36299432	Association	1401	D007249	No
36299432	Association	D007249	3569	Novel
36299605	Association	D000077362	D006528	No
36299605	Association	D006528	7153	Novel
36299605	Positive_Correlation	D009369	7153	Novel
36299605	Association	D009369	7153	Novel
36299620	Negative_Correlation	D000069552	D020246	Novel
36299620	Negative_Correlation	D000069552	D011655	Novel
36299620	Positive_Correlation	D000069552	D006470	No
36299620	Negative_Correlation	D000069552	D003643	Novel
36299620	Negative_Correlation	D000069552	D006333	No
36299620	Negative_Correlation	D000069552	D054556	Novel
36299620	Negative_Correlation	D017984	D006333	No
36299620	Comparison	D000069552	D017984	No
36299633	Positive_Correlation	D003543	108638229	Novel
36299633	Positive_Correlation	D003543	100860838	Novel
36299645	Positive_Correlation	D000069059	D017093	No
36299645	Negative_Correlation	D000069059	D006937	No
36299645	Negative_Correlation	D011345	D006937	No
36299645	Positive_Correlation	D011345	D017093	No
36299680	Association	D003930	59086	Novel
36299680	Association	D005947	D003920	Novel
36299680	Positive_Correlation	D005947	65183	Novel
36299680	Association	D019572	65183	Novel
36299680	Positive_Correlation	D005947	291450	Novel
36299680	Positive_Correlation	D005947	D019572	No
36299680	Association	D003930	24185	Novel
36299680	Association	D019572	291450	Novel
36299696	Negative_Correlation	D018496	84353	Novel
36299696	Negative_Correlation	D018496	304407	Novel
36299696	Positive_Correlation	315953	50683	Novel
36299696	Negative_Correlation	D018496	315953	Novel
36299696	Positive_Correlation	D018496	54320	Novel
36299696	Negative_Correlation	D018496	50683	Novel
36299696	Positive_Correlation	315953	114487	Novel
36299696	Negative_Correlation	315953	54320	Novel
36299696	Association	D001997	315953	Novel
36299704	Association	D008175	4582	Novel
36299704	Association	7124	D009369	Novel
36299704	Association	1401	D007249	No
36299704	Association	D007249	1401	Novel
36299704	Association	D007249	7124	Novel
36299704	Association	D009369	1084	No
36299704	Association	D008175	94025	Novel
36299704	Association	D008175	7124	Novel
36299704	Association	D008175	1401	Novel
36299704	Association	D009369	94025	No
36299704	Association	D009369	4582	No
36299704	Association	D008175	1084	Novel
36299704	Association	D009362	1401	Novel
36299704	Association	D007249	1401	Novel
36299732	Negative_Correlation	D009705	D006561	No
36299732	Negative_Correlation	D000212	D006561	No
36299824	Association	D009369	339524	Novel
36299824	Association	D001943	596	No
36299824	Negative_Correlation	100616196	5997	Novel
36299824	Association	D001943	581	No
36299824	Positive_Correlation	339524	5997	Novel
36299824	Positive_Correlation	100616196	5997	Novel
36299824	Negative_Correlation	D001943	339524	Novel
36299824	Association	D001943	5997	Novel
36299824	Association	D001943	100616196	Novel
36299874	Positive_Correlation	D008764	D014806	No
36299874	Positive_Correlation	D008764	D006973	Novel
36299874	Positive_Correlation	D008764	D002318	Novel
36299874	Association	D007674	D005947	Novel
36299984	Negative_Correlation	D059808	D007249	Novel
36299984	Negative_Correlation	D001608	D007249	Novel
36299984	Negative_Correlation	D059808	D009765	Novel
36300010	Association	D004164	D002118	No
36300010	Association	D002118	D010024	No
36300096	Positive_Correlation	8720	22926	Novel
36300096	Negative_Correlation	8720	627	Novel
36300096	Association	D005227	D015179	No
36300096	Association	8720	627	No
36300096	Association	D008055	D015179	Novel
36300096	Association	D015179	8720	Novel
36300096	Association	D015179	627	No
36300096	Association	D005227	D009369	No
36300096	Association	D008055	8720	Novel
36300096	Association	D002784	D009369	No
36300096	Association	D015179	22926	No
36300102	Association	C057525	D000077192	No
36300102	Association	D000077192	105373098	Novel
36300102	Association	D005227	D000077192	No
36300219	Positive_Correlation	D013256	D015430	No
36300219	Association	D013256	D015430	Novel
36300219	Negative_Correlation	D011241	D009404	Novel
36300219	Negative_Correlation	D011239	D009404	No
36300219	Negative_Correlation	D013256	D009404	No
36300219	Positive_Correlation	D013256	D006130	Novel
36300219	Positive_Correlation	D013256	D024821	Novel
36300219	Positive_Correlation	D013256	D009765	Novel
36300375	Association	D000079262	3458	Novel
36300375	Association	D007249	3569	Novel
36300375	Association	D000067877	3458	Novel
36300375	Positive_Correlation	D000067877	3458	Novel
36300375	Positive_Correlation	D000067877	3569	Novel
36300375	Association	D007249	3458	Novel
36300375	Association	D007249	3569	Novel
36300375	Positive_Correlation	D000090862	3569	Novel
36300375	Association	D000079262	3569	Novel
